record_id,branch,domain,category,system_name,designation,variant,role_purpose,status,source_status,verification_status,verification_sources,status_as_of,commissioned_or_inducted_date,retired_or_decommissioned_date,quantity,quantity_min,quantity_max,quantity_raw,quantity_values,specifications,dimensions,make_manufacturer,country_of_origin,operators,notes,source_key,source_url,source_table,source_row,retrieved_at,raw_record
eq_08d1300fb5b4d4f7cf29,Indian Navy,ships and submarines,Frigates,Talwar class,Not documented,Not documented,Not documented,in_service,Improved derivative of the Krivak-III frigate.,official_claim_available,"[""https://www.pib.gov.in/PressReleasePage.aspx?PRID=2141361&lang=2&reg=48""]",2026-09-15,2004,Not documented,,,,Not documented,[],Not documented,Not documented,Not documented,Russia,Not documented,Improved derivative of the Krivak-III frigate.,navy_active_ships,https://en.wikipedia.org/wiki/List_of_active_Indian_Navy_ships,6,12,2026-09-15T03:49:19Z,"{""Frigate (20) | Boat"": ""INS Tabar"", ""Frigate (20) | Class"": ""Talwar class"", ""Frigate (20) | Comm."": ""2004"", ""Frigate (20) | Disp. (t)"": ""4035"", ""Frigate (20) | Homeport"": ""Mumbai"", ""Frigate (20) | Image"": """", ""Frigate (20) | No."": ""F44"", ""Frigate (20) | Note"": ""Improved derivative of the Krivak-III frigate."", ""Frigate (20) | Origin"": ""Russia""}"
eq_0b83602c6a62018e152d,Indian Navy,ships and submarines,Frigates,Talwar class,Not documented,Not documented,Not documented,in_service,Improved derivative of the Krivak-III frigate.,official_claim_available,"[""https://www.pib.gov.in/PressReleasePage.aspx?PRID=2141361&lang=2&reg=48""]",2026-09-15,2012,Not documented,,,,Not documented,[],Not documented,Not documented,Not documented,Russia,Not documented,Improved derivative of the Krivak-III frigate.,navy_active_ships,https://en.wikipedia.org/wiki/List_of_active_Indian_Navy_ships,6,13,2026-09-15T03:49:19Z,"{""Frigate (20) | Boat"": ""INS Teg"", ""Frigate (20) | Class"": ""Talwar class"", ""Frigate (20) | Comm."": ""2012"", ""Frigate (20) | Disp. (t)"": ""4035"", ""Frigate (20) | Homeport"": ""Mumbai"", ""Frigate (20) | Image"": """", ""Frigate (20) | No."": ""F45"", ""Frigate (20) | Note"": ""Improved derivative of the Krivak-III frigate."", ""Frigate (20) | Origin"": ""Russia""}"
eq_3d6e5a9d656cf3efaf26,Indian Navy,ships and submarines,Frigates,Talwar class,Not documented,Not documented,Not documented,in_service,Improved derivative of the Krivak-III frigate.,official_claim_available,"[""https://www.pib.gov.in/PressReleasePage.aspx?PRID=2141361&lang=2&reg=48""]",2026-09-15,2012,Not documented,,,,Not documented,[],Not documented,Not documented,Not documented,Russia,Not documented,Improved derivative of the Krivak-III frigate.,navy_active_ships,https://en.wikipedia.org/wiki/List_of_active_Indian_Navy_ships,6,14,2026-09-15T03:49:19Z,"{""Frigate (20) | Boat"": ""INS Tarkash"", ""Frigate (20) | Class"": ""Talwar class"", ""Frigate (20) | Comm."": ""2012"", ""Frigate (20) | Disp. (t)"": ""4035"", ""Frigate (20) | Homeport"": ""Mumbai"", ""Frigate (20) | Image"": """", ""Frigate (20) | No."": ""F50"", ""Frigate (20) | Note"": ""Improved derivative of the Krivak-III frigate."", ""Frigate (20) | Origin"": ""Russia""}"
eq_bb0a74767e87b79c0c98,Indian Navy,ships and submarines,Frigates,Talwar class,Not documented,Not documented,Not documented,in_service,Improved derivative of the Krivak-III frigate.,official_claim_available,"[""https://www.pib.gov.in/PressReleasePage.aspx?PRID=2141361&lang=2&reg=48""]",2026-09-15,2013,Not documented,,,,Not documented,[],Not documented,Not documented,Not documented,Russia,Not documented,Improved derivative of the Krivak-III frigate.,navy_active_ships,https://en.wikipedia.org/wiki/List_of_active_Indian_Navy_ships,6,15,2026-09-15T03:49:19Z,"{""Frigate (20) | Boat"": ""INS Trikand"", ""Frigate (20) | Class"": ""Talwar class"", ""Frigate (20) | Comm."": ""2013"", ""Frigate (20) | Disp. (t)"": ""4035"", ""Frigate (20) | Homeport"": ""Mumbai"", ""Frigate (20) | Image"": """", ""Frigate (20) | No."": ""F51"", ""Frigate (20) | Note"": ""Improved derivative of the Krivak-III frigate."", ""Frigate (20) | Origin"": ""Russia""}"
eq_66ad94ffdf11ac9fc161,Indian Navy,ships and submarines,Frigates,Talwar class,Not documented,Not documented,Not documented,in_service,Improved derivative of the Krivak-III frigate.,official_claim_available,"[""https://www.pib.gov.in/PressReleasePage.aspx?PRID=2141361&lang=2&reg=48""]",2026-09-15,2024,Not documented,,,,Not documented,[],Not documented,Not documented,Not documented,Russia,Not documented,Improved derivative of the Krivak-III frigate.,navy_active_ships,https://en.wikipedia.org/wiki/List_of_active_Indian_Navy_ships,6,16,2026-09-15T03:49:19Z,"{""Frigate (20) | Boat"": ""INS Tushil"", ""Frigate (20) | Class"": ""Talwar class"", ""Frigate (20) | Comm."": ""2024"", ""Frigate (20) | Disp. (t)"": ""4035"", ""Frigate (20) | Homeport"": ""Karwar"", ""Frigate (20) | Image"": """", ""Frigate (20) | No."": ""F70"", ""Frigate (20) | Note"": ""Improved derivative of the Krivak-III frigate."", ""Frigate (20) | Origin"": ""Russia""}"
eq_c4f1e76ae5a1436bf556,Indian Navy,ships and submarines,Frigates,Talwar class,Not documented,Not documented,Not documented,in_service,Improved derivative of the Krivak-III frigate.,official_claim_available,"[""https://www.pib.gov.in/PressReleasePage.aspx?PRID=2141361&lang=2&reg=48""]",2026-09-15,2025,Not documented,,,,Not documented,[],Not documented,Not documented,Not documented,Russia,Not documented,Improved derivative of the Krivak-III frigate.,navy_active_ships,https://en.wikipedia.org/wiki/List_of_active_Indian_Navy_ships,6,17,2026-09-15T03:49:19Z,"{""Frigate (20) | Boat"": ""INS Tamal"", ""Frigate (20) | Class"": ""Talwar class"", ""Frigate (20) | Comm."": ""2025"", ""Frigate (20) | Disp. (t)"": ""4035"", ""Frigate (20) | Homeport"": ""Karwar"", ""Frigate (20) | Image"": """", ""Frigate (20) | No."": ""F71"", ""Frigate (20) | Note"": ""Improved derivative of the Krivak-III frigate."", ""Frigate (20) | Origin"": ""Russia""}"
eq_fb4bff864384f7c00f86,Indian Navy,ships and submarines,Frigates,Brahmaputra class,Not documented,Not documented,Not documented,in_service,Upgraded derivative of the Godavari class.,not_independently_verified,[],2026-09-15,2000,Not documented,,,,Not documented,[],Not documented,Not documented,Not documented,India,Not documented,Upgraded derivative of the Godavari class.,navy_active_ships,https://en.wikipedia.org/wiki/List_of_active_Indian_Navy_ships,6,18,2026-09-15T03:49:19Z,"{""Frigate (20) | Boat"": ""INS Brahmaputra"", ""Frigate (20) | Class"": ""Brahmaputra class"", ""Frigate (20) | Comm."": ""2000"", ""Frigate (20) | Disp. (t)"": ""3850"", ""Frigate (20) | Homeport"": ""Mumbai"", ""Frigate (20) | Image"": """", ""Frigate (20) | No."": ""F31"", ""Frigate (20) | Note"": ""Upgraded derivative of the Godavari class."", ""Frigate (20) | Origin"": ""India""}"
eq_f459e7e386531fb6ddfa,Indian Navy,ships and submarines,Frigates,Brahmaputra class,Not documented,Not documented,Not documented,in_service,Upgraded derivative of the Godavari class.,not_independently_verified,[],2026-09-15,2004,Not documented,,,,Not documented,[],Not documented,Not documented,Not documented,India,Not documented,Upgraded derivative of the Godavari class.,navy_active_ships,https://en.wikipedia.org/wiki/List_of_active_Indian_Navy_ships,6,19,2026-09-15T03:49:19Z,"{""Frigate (20) | Boat"": ""INS Betwa"", ""Frigate (20) | Class"": ""Brahmaputra class"", ""Frigate (20) | Comm."": ""2004"", ""Frigate (20) | Disp. (t)"": ""3850"", ""Frigate (20) | Homeport"": ""Mumbai"", ""Frigate (20) | Image"": """", ""Frigate (20) | No."": ""F39"", ""Frigate (20) | Note"": ""Upgraded derivative of the Godavari class."", ""Frigate (20) | Origin"": ""India""}"
eq_bb9ac08c4ecb044d726b,Indian Navy,ships and submarines,Frigates,Brahmaputra class,Not documented,Not documented,Not documented,in_service,Upgraded derivative of the Godavari class.,not_independently_verified,[],2026-09-15,2005,Not documented,,,,Not documented,[],Not documented,Not documented,Not documented,India,Not documented,Upgraded derivative of the Godavari class.,navy_active_ships,https://en.wikipedia.org/wiki/List_of_active_Indian_Navy_ships,6,20,2026-09-15T03:49:19Z,"{""Frigate (20) | Boat"": ""INS Beas"", ""Frigate (20) | Class"": ""Brahmaputra class"", ""Frigate (20) | Comm."": ""2005"", ""Frigate (20) | Disp. (t)"": ""3850"", ""Frigate (20) | Homeport"": ""Mumbai"", ""Frigate (20) | Image"": """", ""Frigate (20) | No."": ""F37"", ""Frigate (20) | Note"": ""Upgraded derivative of the Godavari class."", ""Frigate (20) | Origin"": ""India""}"
eq_d6b7e5c2153953a5b81c,Indian Navy,ships and submarines,Corvettes,Arnala class,Not documented,Not documented,Not documented,in_service,ASW SWC vessels for anti-submarine warfare in littoral waters. To replace the former Abhay-class corvette.,official_claim_available,"[""https://www.pib.gov.in/Pressreleaseshare.aspx?PRID=2137263&lang=2&reg=48""]",2026-09-15,2025,Not documented,,,,Not documented,[],Not documented,Not documented,Not documented,India,Not documented,ASW SWC vessels for anti-submarine warfare in littoral waters. To replace the former Abhay-class corvette.,navy_active_ships,https://en.wikipedia.org/wiki/List_of_active_Indian_Navy_ships,7,1,2026-09-15T03:49:19Z,"{""Corvette (23) | Boat"": ""INS Arnala"", ""Corvette (23) | Class"": ""Arnala class"", ""Corvette (23) | Comm."": ""2025"", ""Corvette (23) | Disp. (t)"": ""1490"", ""Corvette (23) | Homeport"": ""Visakhapatnam"", ""Corvette (23) | Image"": ""Arnala Sub-class"", ""Corvette (23) | No."": ""P68"", ""Corvette (23) | Note"": ""ASW SWC vessels for anti-submarine warfare in littoral waters. To replace the former Abhay-class corvette."", ""Corvette (23) | Origin"": ""India""}"
eq_4778b2fa960ee0044e19,Indian Navy,ships and submarines,Corvettes,Arnala class,Not documented,Not documented,Not documented,in_service,ASW SWC vessels for anti-submarine warfare in littoral waters. To replace the former Abhay-class corvette.,official_claim_available,"[""https://www.pib.gov.in/Pressreleaseshare.aspx?PRID=2137263&lang=2&reg=48""]",2026-09-15,2025,Not documented,,,,Not documented,[],Not documented,Not documented,Not documented,India,Not documented,ASW SWC vessels for anti-submarine warfare in littoral waters. To replace the former Abhay-class corvette.,navy_active_ships,https://en.wikipedia.org/wiki/List_of_active_Indian_Navy_ships,7,2,2026-09-15T03:49:19Z,"{""Corvette (23) | Boat"": ""INS Androth"", ""Corvette (23) | Class"": ""Arnala class"", ""Corvette (23) | Comm."": ""2025"", ""Corvette (23) | Disp. (t)"": ""1490"", ""Corvette (23) | Homeport"": ""Visakhapatnam"", ""Corvette (23) | Image"": ""Arnala Sub-class"", ""Corvette (23) | No."": ""P69"", ""Corvette (23) | Note"": ""ASW SWC vessels for anti-submarine warfare in littoral waters. To replace the former Abhay-class corvette."", ""Corvette (23) | Origin"": ""India""}"
eq_b5fdc55f6f93c81f854f,Indian Navy,ships and submarines,Corvettes,Arnala class,Not documented,Not documented,Not documented,in_service,ASW SWC vessels for anti-submarine warfare in littoral waters. To replace the former Abhay-class corvette.,official_claim_available,"[""https://www.pib.gov.in/Pressreleaseshare.aspx?PRID=2137263&lang=2&reg=48""]",2026-09-15,2026,Not documented,,,,Not documented,[],Not documented,Not documented,Not documented,India,Not documented,ASW SWC vessels for anti-submarine warfare in littoral waters. To replace the former Abhay-class corvette.,navy_active_ships,https://en.wikipedia.org/wiki/List_of_active_Indian_Navy_ships,7,3,2026-09-15T03:49:19Z,"{""Corvette (23) | Boat"": ""INS Anjadip"", ""Corvette (23) | Class"": ""Arnala class"", ""Corvette (23) | Comm."": ""2026"", ""Corvette (23) | Disp. (t)"": ""1490"", ""Corvette (23) | Homeport"": ""Visakhapatnam"", ""Corvette (23) | Image"": ""Arnala Sub-class"", ""Corvette (23) | No."": ""P73"", ""Corvette (23) | Note"": ""ASW SWC vessels for anti-submarine warfare in littoral waters. To replace the former Abhay-class corvette."", ""Corvette (23) | Origin"": ""India""}"
eq_f5a466bc97129e7d467b,Indian Navy,ships and submarines,Corvettes,Arnala class,Not documented,Not documented,Not documented,in_service,ASW SWC vessels for anti-submarine warfare in littoral waters. To replace the former Abhay-class corvette.,official_claim_available,"[""https://www.pib.gov.in/Pressreleaseshare.aspx?PRID=2137263&lang=2&reg=48""]",2026-09-15,2026,Not documented,,,,Not documented,[],Not documented,Not documented,Not documented,India,Not documented,ASW SWC vessels for anti-submarine warfare in littoral waters. To replace the former Abhay-class corvette.,navy_active_ships,https://en.wikipedia.org/wiki/List_of_active_Indian_Navy_ships,7,4,2026-09-15T03:49:19Z,"{""Corvette (23) | Boat"": ""INS Agray"", ""Corvette (23) | Class"": ""Arnala class"", ""Corvette (23) | Comm."": ""2026"", ""Corvette (23) | Disp. (t)"": ""1490"", ""Corvette (23) | Homeport"": ""Visakhapatnam"", ""Corvette (23) | Image"": ""Arnala Sub-class"", ""Corvette (23) | No."": ""P36"", ""Corvette (23) | Note"": ""ASW SWC vessels for anti-submarine warfare in littoral waters. To replace the former Abhay-class corvette."", ""Corvette (23) | Origin"": ""India""}"
eq_21b09a6d8c52d3800874,Indian Navy,ships and submarines,Corvettes,Mahe class,Not documented,Not documented,Not documented,in_service,ASW SWC vessels for anti-submarine warfare in littoral waters. To replace the former Abhay-class corvette.,not_independently_verified,[],2026-09-15,2025,Not documented,,,,Not documented,[],Not documented,Not documented,Not documented,India,Not documented,ASW SWC vessels for anti-submarine warfare in littoral waters. To replace the former Abhay-class corvette.,navy_active_ships,https://en.wikipedia.org/wiki/List_of_active_Indian_Navy_ships,7,5,2026-09-15T03:49:19Z,"{""Corvette (23) | Boat"": ""INS Mahe"", ""Corvette (23) | Class"": ""Mahe class"", ""Corvette (23) | Comm."": ""2025"", ""Corvette (23) | Disp. (t)"": ""1100"", ""Corvette (23) | Homeport"": ""Mumbai"", ""Corvette (23) | Image"": ""Mahe sub-class"", ""Corvette (23) | No."": ""P80"", ""Corvette (23) | Note"": ""ASW SWC vessels for anti-submarine warfare in littoral waters. To replace the former Abhay-class corvette."", ""Corvette (23) | Origin"": ""India""}"
eq_9d5fa3be3341d3e96353,Indian Navy,ships and submarines,Corvettes,Mahe class,Not documented,Not documented,Not documented,in_service,ASW SWC vessels for anti-submarine warfare in littoral waters. To replace the former Abhay-class corvette.,not_independently_verified,[],2026-09-15,2026,Not documented,,,,Not documented,[],Not documented,Not documented,Not documented,India,Not documented,ASW SWC vessels for anti-submarine warfare in littoral waters. To replace the former Abhay-class corvette.,navy_active_ships,https://en.wikipedia.org/wiki/List_of_active_Indian_Navy_ships,7,6,2026-09-15T03:49:19Z,"{""Corvette (23) | Boat"": ""INS Malwan"", ""Corvette (23) | Class"": ""Mahe class"", ""Corvette (23) | Comm."": ""2026"", ""Corvette (23) | Disp. (t)"": ""1100"", ""Corvette (23) | Homeport"": ""Karwar"", ""Corvette (23) | Image"": ""Mahe sub-class"", ""Corvette (23) | No."": ""P81"", ""Corvette (23) | Note"": ""ASW SWC vessels for anti-submarine warfare in littoral waters. To replace the former Abhay-class corvette."", ""Corvette (23) | Origin"": ""India""}"
eq_f79c8315d3c6d2dc2c40,Indian Navy,ships and submarines,Corvettes,Kamorta class,Not documented,Not documented,Not documented,in_service,Dedicated anti-submarine warfare vessels.,not_independently_verified,[],2026-09-15,2014,Not documented,,,,Not documented,[],Not documented,Not documented,Not documented,India,Not documented,Dedicated anti-submarine warfare vessels.,navy_active_ships,https://en.wikipedia.org/wiki/List_of_active_Indian_Navy_ships,7,7,2026-09-15T03:49:19Z,"{""Corvette (23) | Boat"": ""INS Kamorta"", ""Corvette (23) | Class"": ""Kamorta class"", ""Corvette (23) | Comm."": ""2014"", ""Corvette (23) | Disp. (t)"": ""3300"", ""Corvette (23) | Homeport"": ""Visakhapatnam"", ""Corvette (23) | Image"": """", ""Corvette (23) | No."": ""P28"", ""Corvette (23) | Note"": ""Dedicated anti-submarine warfare vessels."", ""Corvette (23) | Origin"": ""India""}"
eq_719c40b8cc0a5d91a123,Indian Navy,ships and submarines,Corvettes,Kamorta class,Not documented,Not documented,Not documented,in_service,Dedicated anti-submarine warfare vessels.,not_independently_verified,[],2026-09-15,2016,Not documented,,,,Not documented,[],Not documented,Not documented,Not documented,India,Not documented,Dedicated anti-submarine warfare vessels.,navy_active_ships,https://en.wikipedia.org/wiki/List_of_active_Indian_Navy_ships,7,8,2026-09-15T03:49:19Z,"{""Corvette (23) | Boat"": ""INS Kadmatt"", ""Corvette (23) | Class"": ""Kamorta class"", ""Corvette (23) | Comm."": ""2016"", ""Corvette (23) | Disp. (t)"": ""3300"", ""Corvette (23) | Homeport"": ""Visakhapatnam"", ""Corvette (23) | Image"": """", ""Corvette (23) | No."": ""P29"", ""Corvette (23) | Note"": ""Dedicated anti-submarine warfare vessels."", ""Corvette (23) | Origin"": ""India""}"
eq_57764ba4ae59fafa5648,Indian Navy,ships and submarines,Corvettes,Kamorta class,Not documented,Not documented,Not documented,in_service,Dedicated anti-submarine warfare vessels.,not_independently_verified,[],2026-09-15,2017,Not documented,,,,Not documented,[],Not documented,Not documented,Not documented,India,Not documented,Dedicated anti-submarine warfare vessels.,navy_active_ships,https://en.wikipedia.org/wiki/List_of_active_Indian_Navy_ships,7,9,2026-09-15T03:49:19Z,"{""Corvette (23) | Boat"": ""INS Kiltan"", ""Corvette (23) | Class"": ""Kamorta class"", ""Corvette (23) | Comm."": ""2017"", ""Corvette (23) | Disp. (t)"": ""3300"", ""Corvette (23) | Homeport"": ""Visakhapatnam"", ""Corvette (23) | Image"": """", ""Corvette (23) | No."": ""P30"", ""Corvette (23) | Note"": ""Dedicated anti-submarine warfare vessels."", ""Corvette (23) | Origin"": ""India""}"
